index,Bodyarea,Exercise Name,Set,AverageWeight,Reps,Distance,Seconds,Notes,Workout Notes
0444,"Lower","Squat (Barbell)",8,250,8,0,0,"",""
0445,"Back","Chin Up",1,52.5,8,0,0,"",""
0446,"Back","Chin Up",2,52.5,8,0,0,"",""
0447,"Back","Chin Up",3,52.5,8,0,0,"",""
0448,"Back","Chin Up",4,0,10,0,0,"",""
0449,"Back","Chin Up",5,0,10,0,0,"",""
0450,"Back","Seated Row",1,185,10,0,0,"",""
0451,"Back","Seated Row",2,185,10,0,0,"",""
0452,"Back","Seated Row",3,185,10,0,0,"",""
0453,"Back","Seated Row",4,185,10,0,0,"",""
0454,"Back","Seated Row",5,185,10,0,0,"",""
0455,"Back","Rear delt fly",1,120,10,0,0,"",""
0456,"Back","Rear delt fly",2,120,10,0,0,"",""
0457,"Back","Lat Pulldown",1,135,10,0,0,"",""
0458,"Back","Lat Pulldown",2,150,10,0,0,"",""
0459,"Back","Chin Up",1,52.5,8,0,0,"",""
0460,"Back","Chin Up",2,52.5,8,0,0,"",""
0461,"Back","Chin Up",3,52.5,8,0,0,"",""
0462,"Back","Chin Up",4,0,10,0,0,"",""
0463,"Back","Chin Up",5,0,10,0,0,"",""
0464,"Back","Seated Cable Row (close Grip)",1,185,10,0,0,"",""
0465,"Back","Seated Cable Row (close Grip)",2,185,10,0,0,"",""
0466,"Back","Seated Cable Row (close Grip)",3,185,10,0,0,"",""
0467,"Back","Seated Cable Row (close Grip)",4,185,10,0,0,"",""
0468,"Back","Seated Cable Row (close Grip)",5,185,10,0,0,"",""
0469,"Back","Rear delt fly",1,120,10,0,0,"",""
0470,"Back","Rear delt fly",2,120,10,0,0,"",""
0471,"Back","Lat Pulldown ",1,135,10,0,0,"",""
0472,"Back","Lat Pulldown ",2,150,10,0,0,"",""
0473,"Chest","Incline Bench Press",1,95,8,0,0,"Crappy last set but 5th at high weight",""
0474,"Chest","Incline Bench Press",2,135,8,0,0,"",""
0475,"Chest","Incline Bench Press",3,185,7,0,0,"",""
0476,"Chest","Incline Bench Press",4,230,8,0,0,"",""
0477,"Chest","Incline Bench Press",5,230,8,0,0,"",""
0478,"Chest","Incline Bench Press",6,232.5,8,0,0,"",""
0479,"Chest","Incline Bench Press",7,235,8,0,0,"",""
0480,"Chest","Weighted dips",1,0,12,0,0,"",""
0481,"Chest","Weighted dips",2,0,12,0,0,"",""
0482,"Chest","Weighted dips",3,0,12,0,0,"",""
0483,"Chest","Weighted dips",4,0,12,0,0,"",""
0484,"Chest","Lateral Raise",1,50,12,0,0,"",""
0485,"Chest","Lateral Raise",2,50,12,0,0,"",""
0486,"Chest","Lateral Raise",3,50,12,0,0,"",""
0487,"Chest","Tricep Extension",1,75,10,0,0,"",""
0488,"Chest","Tricep Extension",2,75,10,0,0,"",""
0489,"Chest","Incline Bench Press (Barbell)",1,95,8,0,0,"Crappy last set but 5th at high weight",""
0490,"Chest","Incline Bench Press (Barbell)",2,135,8,0,0,"",""
0491,"Chest","Incline Bench Press (Barbell)",3,185,7,0,0,"",""
0492,"Chest","Incline Bench Press (Barbell)",4,230,8,0,0,"",""
0493,"Chest","Incline Bench Press (Barbell)",5,230,8,0,0,"",""
0494,"Chest","Incline Bench Press (Barbell)",6,232.5,8,0,0,"",""
0495,"Chest","Incline Bench Press (Barbell)",7,235,8,0,0,"",""
0496,"Chest","Weighted dips",1,0,12,0,0,"",""
0497,"Chest","Weighted dips",2,0,12,0,0,"",""
0498,"Chest","Weighted dips",3,0,12,0,0,"",""
0499,"Chest","Weighted dips",4,0,12,0,0,"",""
0500,"Chest","Lateral Raise (Dumbbells)",1,50,12,0,0,"",""
0501,"Chest","Lateral Raise (Dumbbells)",2,50,12,0,0,"",""
0502,"Chest","Lateral Raise (Dumbbells)",3,50,12,0,0,"",""
0503,"Chest","Tricep Extension",1,75,10,0,0,"",""
0504,"Chest","Tricep Extension",2,75,10,0,0,"",""
0505,"Back","Chin Up",1,25,12,0,0,"",""
0506,"Back","Chin Up",2,25,12,0,0,"",""
0507,"Back","Chin Up",3,25,12,0,0,"",""
0508,"Back","Chin Up",4,25,12,0,0,"",""
0509,"Back","Chin Up",5,0,8,0,0,"",""
0510,"Back","Seated Row",1,175,10,0,0,"",""
0511,"Back","Seated Row",2,175,10,0,0,"",""
0512,"Back","Seated Row",3,175,10,0,0,"",""
0513,"Back","Seated Row",4,135,10,0,0,"",""
0514,"Back","Rear delt fly",1,125,13,0,0,"",""
0515,"Back","Rear delt fly",2,125,14,0,0,"",""
0516,"Back","Rear delt fly",3,125,12,0,0,"",""
0517,"Back","Bicep Curl (barbell )",1,80,12,0,0,"",""
0518,"Back","Bicep Curl (barbell )",2,80,12,0,0,"",""
0519,"Back","Chin Up",1,25,12,0,0,"",""
0520,"Back","Chin Up",2,25,12,0,0,"",""
0521,"Back","Chin Up",3,25,12,0,0,"",""
0522,"Back","Chin Up",4,25,12,0,0,"",""
0523,"Back","Chin Up",5,0,8,0,0,"",""
0524,"Back","Seated Cable Row (close Grip)",1,175,10,0,0,"",""
0525,"Back","Seated Cable Row (close Grip)",2,175,10,0,0,"",""
0526,"Back","Seated Cable Row (close Grip)",3,175,10,0,0,"",""
0527,"Back","Seated Cable Row (close Grip)",4,135,10,0,0,"",""
0528,"Back","Rear delt fly",1,125,13,0,0,"",""
0529,"Back","Rear delt fly",2,125,14,0,0,"",""
0530,"Back","Rear delt fly",3,125,12,0,0,"",""
0531,"Back","Bicep Curl (Barbell)",1,80,12,0,0,"",""
0532,"Back","Bicep Curl (Barbell)",2,80,12,0,0,"",""
0533,"Chest","Incline Bench Press",1,135,8,0,0,"",""
0534,"Chest","Incline Bench Press",2,135,5,0,0,"",""
0535,"Chest","Incline Bench Press",3,155,5,0,0,"",""
0536,"Chest","Incline Bench Press",4,185,6,0,0,"",""
0537,"Chest","Incline Bench Press",5,235,8,0,0,"",""
0538,"Chest","Incline Bench Press",6,235,8,0,0,"",""
0539,"Chest","Incline Bench Press",7,235,8,0,0,"",""
0540,"Chest","Weighted dips",1,0,10,0,0,"",""
0541,"Chest","Weighted dips",2,0,10,0,0,"",""
0542,"Chest","Weighted dips",3,0,10,0,0,"",""
0543,"Chest","Lateral Raise",1,50,10,0,0,"",""
0544,"Chest","Lateral Raise",2,50,10,0,0,"",""
0545,"Chest","Incline Bench Press (Barbell)",1,135,8,0,0,"",""
0546,"Chest","Incline Bench Press (Barbell)",2,135,5,0,0,"",""
0547,"Chest","Incline Bench Press (Barbell)",3,155,5,0,0,"",""
0548,"Chest","Incline Bench Press (Barbell)",4,185,6,0,0,"",""
0549,"Chest","Incline Bench Press (Barbell)",5,235,8,0,0,"",""
0550,"Chest","Incline Bench Press (Barbell)",6,235,8,0,0,"",""
0551,"Chest","Incline Bench Press (Barbell)",7,235,8,0,0,"",""
0552,"Chest","Weighted dips",1,0,10,0,0,"",""
0553,"Chest","Weighted dips",2,0,10,0,0,"",""
0554,"Chest","Weighted dips",3,0,10,0,0,"",""
0555,"Chest","Lateral Raise (Dumbbells)",1,50,10,0,0,"",""
0556,"Chest","Lateral Raise (Dumbbells)",2,50,10,0,0,"",""
0557,"Lower","Squat (Barbell)",1,185,6,0,0,"",""
0558,"Lower","Squat (Barbell)",2,225,8,0,0,"",""
0559,"Lower","Squat (Barbell)",3,225,8,0,0,"",""
0560,"Lower","Squat (Barbell)",4,235,8,0,0,"",""
0561,"Lower","Squat (Barbell)",5,250,8,0,0,"",""
0562,"Lower","Squat (Barbell)",6,275,8,0,0,"",""
0563,"Lower","Squat (Barbell)",7,295,6,0,0,"",""
0564,"Lower","Squat (Barbell)",8,315,6,0,0,"",""
0565,"Lower","Squat",1,185,6,0,0,"",""
0566,"Lower","Squat",2,225,8,0,0,"",""
0567,"Lower","Squat",3,225,8,0,0,"",""
0568,"Lower","Squat",4,235,8,0,0,"",""
0569,"Lower","Squat",5,250,8,0,0,"",""
0570,"Lower","Squat",6,275,8,0,0,"",""
0571,"Lower","Squat",7,295,6,0,0,"",""
0572,"Lower","Squat",8,315,6,0,0,"",""
0573,"Back","Chin Up",1,0,14,0,0,"",""
0574,"Back","Chin Up",2,0,13,0,0,"",""
0575,"Back","Chin Up",3,0,12,0,0,"",""
0576,"Back","Chin Up",4,0,9,0,0,"",""
0577,"Back","Bent Over Row (Dumbbell)",1,150,12,0,0,"",""
0578,"Back","Bent Over Row (Dumbbell)",2,150,12,0,0,"",""
0579,"Back","Bent Over Row (Dumbbell)",3,150,12,0,0,"",""
0580,"Back","Lat Pulldown",1,145,9,0,0,"",""
0581,"Back","Rear delt fly",1,115,14,0,0,"",""
0582,"Back","Rear delt fly",2,115,15,0,0,"",""
0583,"Back","Rear delt fly",3,115,12,0,0,"",""
0584,"Back","Bicep Curl (barbell )",1,80,12,0,0,"",""
0585,"Back","Bicep Curl (barbell )",2,80,12,0,0,"",""
0586,"Back","Bicep Curl (barbell )",3,80,14,0,0,"",""
0587,"Back","Chin Up",1,0,14,0,0,"",""
0588,"Back","Chin Up",2,0,13,0,0,"",""
0589,"Back","Chin Up",3,0,12,0,0,"",""
0590,"Back","Chin Up",4,0,9,0,0,"",""
0591,"Back","Bent Over Row (Dumbbell)",1,150,12,0,0,"",""
0592,"Back","Bent Over Row (Dumbbell)",2,150,12,0,0,"",""
0593,"Back","Bent Over Row (Dumbbell)",3,150,12,0,0,"",""
0594,"Back","Lat Pulldown ",1,145,9,0,0,"",""
0595,"Back","Rear delt fly",1,115,14,0,0,"",""
0596,"Back","Rear delt fly",2,115,15,0,0,"",""
0597,"Back","Rear delt fly",3,115,12,0,0,"",""
0598,"Back","Bicep Curl (Barbell)",1,80,12,0,0,"",""
0599,"Back","Bicep Curl (Barbell)",2,80,12,0,0,"",""
0600,"Back","Bicep Curl (Barbell)",3,80,14,0,0,"",""
0601,"Chest","Incline Bench Press",1,135,8,0,0,"",""
0602,"Chest","Incline Bench Press",2,135,5,0,0,"",""
0603,"Chest","Incline Bench Press",3,185,6,0,0,"",""
0604,"Chest","Incline Bench Press",4,240,6,0,0,"",""
0605,"Chest","Incline Bench Press",5,245,6,0,0,"",""
0606,"Chest","Incline Bench Press",6,250,6,0,0,"",""
0607,"Chest","Incline Bench Press",7,250,6,0,0,"",""
0608,"Chest","Incline Bench Press",8,135,12,0,0,"",""
0609,"Chest","Seated Military Press",1,135,12,0,0,"",""
0610,"Chest","Seated Military Press",2,155,10,0,0,"",""
0611,"Chest","Seated Military Press",3,155,10,0,0,"",""
0612,"Chest","Weighted dips",1,25,10,0,0,"",""
0613,"Chest","Incline Bench Press (Barbell)",1,135,8,0,0,"",""
0614,"Chest","Incline Bench Press (Barbell)",2,135,5,0,0,"",""
0615,"Chest","Incline Bench Press (Barbell)",3,185,6,0,0,"",""
0616,"Chest","Incline Bench Press (Barbell)",4,240,6,0,0,"",""
0617,"Chest","Incline Bench Press (Barbell)",5,245,6,0,0,"",""
0618,"Chest","Incline Bench Press (Barbell)",6,250,6,0,0,"",""
0619,"Chest","Incline Bench Press (Barbell)",7,250,6,0,0,"",""
0620,"Chest","Incline Bench Press (Barbell)",8,135,12,0,0,"",""
0621,"Chest","Seated Shoulder  Press (Barbell)",1,135,12,0,0,"",""
0622,"Chest","Seated Shoulder  Press (Barbell)",2,155,10,0,0,"",""
0623,"Chest","Seated Shoulder  Press (Barbell)",3,155,10,0,0,"",""
0624,"Chest","Weighted dips",1,25,10,0,0,"",""
0625,"Lower","Squat (Barbell)",1,185,6,0,0,"",""
0626,"Lower","Squat (Barbell)",2,225,6,0,0,"",""
0627,"Lower","Squat (Barbell)",3,275,6,0,0,"",""
0628,"Lower","Squat (Barbell)",4,295,6,0,0,"",""
0629,"Lower","Squat (Barbell)",5,315,6,0,0,"",""
0630,"Lower","Squat (Barbell)",6,315,6,0,0,"",""
0631,"Lower","Squat (Barbell)",7,315,6,0,0,"",""
0632,"Lower","Squat (Barbell)",8,315,6,0,0,"",""
0633,"Lower","Good Morning (Barbell)",1,95,10,0,0,"",""
0634,"Lower","Good Morning (Barbell)",2,95,10,0,0,"",""
0635,"Lower","Good Morning (Barbell)",3,95,10,0,0,"",""
0636,"Lower","Leg press (hinge )",1,500.01,10,0,0,"",""
0637,"Lower","Leg press (hinge )",2,500.01,10,0,0,"",""
0638,"Lower","Leg press (hinge )",3,500.01,10,0,0,"",""
0639,"Lower","Squat",1,185,6,0,0,"",""
0640,"Lower","Squat",2,225,6,0,0,"",""
0641,"Lower","Squat",3,275,6,0,0,"",""
0642,"Lower","Squat",4,295,6,0,0,"",""
0643,"Lower","Squat",5,315,6,0,0,"",""
0644,"Lower","Squat",6,315,6,0,0,"",""
0645,"Lower","Squat",7,315,6,0,0,"",""
0646,"Lower","Squat",8,315,6,0,0,"",""
0647,"Lower","Good Morning",1,95,10,0,0,"",""
0648,"Lower","Good Morning",2,95,10,0,0,"",""
0649,"Lower","Good Morning",3,95,10,0,0,"",""
0650,"Lower","Leg press",1,500.01,10,0,0,"",""
0651,"Lower","Leg press",2,500.01,10,0,0,"",""
0652,"Lower","Leg press",3,500.01,10,0,0,"",""
0653,"Back","Chin Up",1,50,8,0,0,"",""
0654,"Back","Chin Up",2,50,8,0,0,"",""
0655,"Back","Chin Up",3,50,8,0,0,"",""
0656,"Back","Chin Up",4,0,10,0,0,"",""
0657,"Back","Chin Up",5,0,10,0,0,"",""
0658,"Back","Seated Cable Row (close Grip)",1,175,10,0,0,"",""
0659,"Back","Seated Cable Row (close Grip)",2,175,10,0,0,"",""
0660,"Back","Lat Pulldown ",1,150,10,0,0,"",""
0661,"Back","Lat Pulldown ",2,150,10,0,0,"",""
0662,"Back","Lat Pulldown ",3,150,10,0,0,"",""
0663,"Back","Bicep Curl (Barbell)",1,80,12,0,0,"",""
0664,"Back","Bicep Curl (Barbell)",2,80,12,0,0,"",""
0665,"Back","Rear delt fly",1,125,12,0,0,"",""
0666,"Back","Rear delt fly",2,125,12,0,0,"",""
0667,"Back","Rear delt fly",3,125,12,0,0,"",""
0668,"Back","Chin Up",1,50,8,0,0,"",""
0669,"Back","Chin Up",2,50,8,0,0,"",""
0670,"Back","Chin Up",3,50,8,0,0,"",""
0671,"Back","Chin Up",4,0,10,0,0,"",""
0672,"Back","Chin Up",5,0,10,0,0,"",""
0673,"Back","Seated Row",1,175,10,0,0,"",""
0674,"Back","Seated Row",2,175,10,0,0,"",""
0675,"Back","Bicep Curl (barbell )",1,80,12,0,0,"",""
0676,"Back","Bicep Curl (barbell )",2,80,12,0,0,"",""
0677,"Back","Lat Pulldown",1,150,10,0,0,"",""
0678,"Back","Lat Pulldown",2,150,10,0,0,"",""
0679,"Back","Lat Pulldown",3,150,10,0,0,"",""
0680,"Back","Rear delt fly",1,125,12,0,0,"",""
0681,"Back","Rear delt fly",2,125,12,0,0,"",""
0682,"Back","Rear delt fly",3,125,12,0,0,"",""
0683,"Chest","Incline Bench Press (Barbell)",1,135,6,0,0,"",""
0684,"Chest","Incline Bench Press (Barbell)",2,135,6,0,0,"",""
0685,"Chest","Incline Bench Press (Barbell)",3,185,6,0,0,"",""
0686,"Chest","Incline Bench Press (Barbell)",4,237.5,8,0,0,"",""
0687,"Chest","Incline Bench Press (Barbell)",5,237.5,8,0,0,"",""
0688,"Chest","Incline Bench Press (Barbell)",6,237.5,8,0,0,"",""
0689,"Chest","Incline Bench Press (Barbell)",7,185,10,0,0,"",""
0690,"Chest","Incline Bench Press (Barbell)",8,185,8,0,0,"",""
0691,"Chest","Seated Shoulder Press (Dumbbell)",1,80,10,0,0,"",""
0692,"Chest","Seated Shoulder Press (Dumbbell)",2,120,8,0,0,"",""
0693,"Chest","Seated Shoulder Press (Dumbbell)",3,120,10,0,0,"",""
0694,"Chest","Tricep Extension",1,80,10,0,0,"",""
0695,"Chest","Tricep Extension",2,80,10,0,0,"",""
0696,"Chest","Incline Bench Press",1,135,6,0,0,"",""
0697,"Chest","Incline Bench Press",2,135,6,0,0,"",""
0698,"Chest","Incline Bench Press",3,185,6,0,0,"",""
0699,"Chest","Incline Bench Press",4,237.5,8,0,0,"",""
0700,"Chest","Incline Bench Press",5,237.5,8,0,0,"",""
0701,"Chest","Incline Bench Press",6,237.5,8,0,0,"",""
0702,"Chest","Incline Bench Press",7,185,10,0,0,"",""
0703,"Chest","Incline Bench Press",8,185,8,0,0,"",""
0704,"Chest","Seated Military Press (Dumbbell)",1,80,10,0,0,"",""
0705,"Chest","Seated Military Press (Dumbbell)",2,120,8,0,0,"",""
0706,"Chest","Seated Military Press (Dumbbell)",3,120,10,0,0,"",""
0707,"Chest","Tricep Extension",1,80,10,0,0,"",""
0708,"Chest","Tricep Extension",2,80,10,0,0,"",""
0709,"Lower","Squat (Barbell)",1,185,6,0,0,"",""
0710,"Lower","Squat (Barbell)",2,225,6,0,0,"",""
0711,"Lower","Squat (Barbell)",3,275,6,0,0,"",""
0712,"Lower","Squat (Barbell)",4,295,6,0,0,"",""
0713,"Lower","Squat (Barbell)",5,315,6,0,0,"",""
0714,"Lower","Squat (Barbell)",6,315,6,0,0,"",""
0715,"Lower","Squat (Barbell)",7,315,6,0,0,"",""
0716,"Lower","Squat (Barbell)",8,225,8,0,0,"",""
0717,"Lower","Leg curl",1,115,12,0,0,"",""
0718,"Lower","Leg curl",2,115,12,0,0,"",""
0719,"Lower","Leg curl",3,125,10,0,0,"",""
0720,"Lower","Squat",1,185,6,0,0,"",""
0721,"Lower","Squat",2,225,6,0,0,"",""
0722,"Lower","Squat",3,275,6,0,0,"",""
0723,"Lower","Squat",4,295,6,0,0,"",""
0724,"Lower","Squat",5,315,6,0,0,"",""
0725,"Lower","Squat",6,315,6,0,0,"",""
0726,"Lower","Squat",7,315,6,0,0,"",""
0727,"Lower","Squat",8,225,8,0,0,"",""
0728,"Lower","Leg curl",1,115,12,0,0,"",""
0729,"Lower","Leg curl",2,115,12,0,0,"",""
0730,"Lower","Leg curl",3,125,10,0,0,"",""
0731,"Back","Chin Up",1,50,9,0,0,"",""
0732,"Back","Chin Up",2,52.5,9,0,0,"",""
0733,"Back","Chin Up",3,52.5,8,0,0,"",""
0734,"Back","Chin Up",4,0,10,0,0,"",""
0735,"Back","Chin Up",5,0,8,0,0,"",""
0736,"Back","Rear delt fly",1,125,14,0,0,"",""
0737,"Back","Rear delt fly",2,125,15,0,0,"",""
0738,"Back","Rear delt fly",3,125,15,0,0,"",""
0739,"Back","Seated Row",1,190,9,0,0,"",""
0740,"Back","Seated Row",2,190,10,0,0,"",""
0741,"Back","Seated Row",3,190,10,0,0,"",""
0742,"Back","Seated Row",4,130,10,0,0,"",""
0743,"Back","Bicep Curl (barbell )",1,90,12,0,0,"",""
0744,"Back","Bicep Curl (barbell )",2,90,12,0,0,"",""
0745,"Back","Bicep Curl (barbell )",3,90,12,0,0,"",""
0746,"Back","Chin Up",1,50,9,0,0,"",""
0747,"Back","Chin Up",2,52.5,9,0,0,"",""
0748,"Back","Chin Up",3,52.5,8,0,0,"",""
0749,"Back","Chin Up",4,0,10,0,0,"",""
0750,"Back","Chin Up",5,0,8,0,0,"",""
0751,"Back","Rear delt fly",1,125,14,0,0,"",""
0752,"Back","Rear delt fly",2,125,15,0,0,"",""
0753,"Back","Rear delt fly",3,125,15,0,0,"",""
0754,"Back","Seated Cable Row (close Grip)",1,190,9,0,0,"",""
0755,"Back","Seated Cable Row (close Grip)",2,190,10,0,0,"",""
0756,"Back","Seated Cable Row (close Grip)",3,190,10,0,0,"",""
0757,"Back","Seated Cable Row (close Grip)",4,130,10,0,0,"",""
0758,"Back","Bicep Curl (Barbell)",1,90,12,0,0,"",""
0759,"Back","Bicep Curl (Barbell)",2,90,12,0,0,"",""
0760,"Back","Bicep Curl (Barbell)",3,90,12,0,0,"",""
0761,"Shoulder","Seated Military Press (Dumbbell)",1,100,8,0,0,"",""
0762,"Shoulder","Seated Military Press (Dumbbell)",2,100,8,0,0,"",""
0763,"Shoulder","Seated Military Press (Dumbbell)",3,180,13,0,0,"",""
0764,"Shoulder","Seated Military Press (Dumbbell)",4,180,12,0,0,"",""
0765,"Shoulder","Seated Military Press (Dumbbell)",5,180,12,0,0,"",""
0766,"Shoulder","Seated Military Press (Dumbbell)",6,90,12,0,0,"",""
0767,"Shoulder","Lateral Raise",1,50,12,0,0,"",""
0768,"Shoulder","Lateral Raise",2,50,12,0,0,"",""
0769,"Shoulder","Weighted dips",1,0,8,0,0,"",""
0770,"Shoulder","Weighted dips",2,0,8,0,0,"",""
0771,"Shoulder","Weighted dips",3,95,8,0,0,"",""
0772,"Shoulder","Weighted dips",4,95,12,0,0,"",""
0773,"Shoulder","Weighted dips",5,95,12,0,0,"",""
0774,"Shoulder","Weighted dips",6,45,10,0,0,"",""
0775,"Shoulder","Seated Shoulder Press (Dumbbell)",1,100,8,0,0,"",""
0776,"Shoulder","Seated Shoulder Press (Dumbbell)",2,100,8,0,0,"",""
0777,"Shoulder","Seated Shoulder Press (Dumbbell)",3,180,13,0,0,"",""
0778,"Shoulder","Seated Shoulder Press (Dumbbell)",4,180,12,0,0,"",""
0779,"Shoulder","Seated Shoulder Press (Dumbbell)",5,180,12,0,0,"",""
0780,"Shoulder","Seated Shoulder Press (Dumbbell)",6,90,12,0,0,"",""
0781,"Shoulder","Lateral Raise (Dumbbells)",1,50,12,0,0,"",""
0782,"Shoulder","Lateral Raise (Dumbbells)",2,50,12,0,0,"",""
0783,"Shoulder","Weighted dips",1,0,8,0,0,"",""
0784,"Shoulder","Weighted dips",2,0,8,0,0,"",""
0785,"Shoulder","Weighted dips",3,95,8,0,0,"",""
0786,"Shoulder","Weighted dips",4,95,12,0,0,"",""
0787,"Shoulder","Weighted dips",5,95,12,0,0,"",""
0788,"Shoulder","Weighted dips",6,45,10,0,0,"",""
0789,"Lower","Squat",1,185,6,0,0,"",""
0790,"Lower","Squat",2,185,6,0,0,"",""
0791,"Lower","Squat",3,225,8,0,0,"",""
0792,"Lower","Squat",4,275,8,0,0,"",""
0793,"Lower","Squat",5,275,8,0,0,"",""
0794,"Lower","Squat",6,275,8,0,0,"",""
0795,"Lower","Squat",7,285,8,0,0,"",""
0796,"Lower","Squat",8,295,8,0,0,"",""
0797,"Lower","Leg curl",1,130,12,0,0,"",""
0798,"Lower","Leg curl",2,130,12,0,0,"",""
0799,"Lower","Leg curl",3,130,12,0,0,"",""
0800,"Lower","Squat (Barbell)",1,185,6,0,0,"",""
0801,"Lower","Squat (Barbell)",2,185,6,0,0,"",""
0802,"Lower","Squat (Barbell)",3,225,8,0,0,"",""
0803,"Lower","Squat (Barbell)",4,275,8,0,0,"",""
0804,"Lower","Squat (Barbell)",5,275,8,0,0,"",""
0805,"Lower","Squat (Barbell)",6,275,8,0,0,"",""
0806,"Lower","Squat (Barbell)",7,285,8,0,0,"",""
0807,"Lower","Squat (Barbell)",8,295,8,0,0,"",""
0808,"Lower","Leg curl",1,130,12,0,0,"",""
0809,"Lower","Leg curl",2,130,12,0,0,"",""
0810,"Lower","Leg curl",3,130,12,0,0,"",""
0811,"Chest","Incline Bench Press",1,135,6,0,0,"",""
0812,"Chest","Incline Bench Press",2,185,6,0,0,"",""
0813,"Chest","Incline Bench Press",3,237.5,8,0,0,"",""
0814,"Chest","Incline Bench Press",4,237.5,8,0,0,"",""
0815,"Chest","Incline Bench Press",5,237.5,8,0,0,"",""
0816,"Chest","Incline Bench Press",6,185,12,0,0,"",""
0817,"Chest","Weighted dips",1,0,9,0,0,"",""
0818,"Chest","Weighted dips",2,45,10,0,0,"",""
0819,"Chest","Weighted dips",3,45,10,0,0,"",""
0820,"Chest","Weighted dips",4,45,10,0,0,"",""
0821,"Chest","Incline Press (Dumbbell)",1,90,10,0,0,"",""
0822,"Chest","Incline Press (Dumbbell)",2,150,10,0,0,"",""
0823,"Chest","Tricep pushdown",1,80,10,0,0,"",""
0824,"Chest","Tricep pushdown",2,80,10,0,0,"",""
0825,"Chest","Tricep pushdown",3,80,10,0,0,"",""
0826,"Chest","Tricep pushdown",4,55,6,0,0,"",""
0827,"Chest","Tricep pushdown",5,55,6,0,0,"",""
0828,"Chest","Tricep pushdown",6,55,6,0,0,"",""
0829,"Chest","Lateral Raise",1,30,15,0,0,"",""
0830,"Chest","Lateral Raise",2,40,10,0,0,"",""
0831,"Chest","Lateral Raise",3,60,10,0,0,"",""
0832,"Chest","Lateral Raise",4,30,10,0,0,"",""
0833,"Chest","Incline Bench Press (Barbell)",1,135,6,0,0,"",""
0834,"Chest","Incline Bench Press (Barbell)",2,185,6,0,0,"",""
0835,"Chest","Incline Bench Press (Barbell)",3,237.5,8,0,0,"",""
0836,"Chest","Incline Bench Press (Barbell)",4,237.5,8,0,0,"",""
0837,"Chest","Incline Bench Press (Barbell)",5,237.5,8,0,0,"",""
0838,"Chest","Incline Bench Press (Barbell)",6,185,12,0,0,"",""
0839,"Chest","Weighted dips",1,0,9,0,0,"",""
0840,"Chest","Weighted dips",2,45,10,0,0,"",""
0841,"Chest","Weighted dips",3,45,10,0,0,"",""
0842,"Chest","Weighted dips",4,45,10,0,0,"",""
0843,"Chest","Incline Press (Dumbbell)",1,90,10,0,0,"",""
0844,"Chest","Incline Press (Dumbbell)",2,150,10,0,0,"",""
0845,"Chest","Tricep pushdown",1,80,10,0,0,"",""
0846,"Chest","Tricep pushdown",2,80,10,0,0,"",""
0847,"Chest","Tricep pushdown",3,80,10,0,0,"",""
0848,"Chest","Tricep pushdown",4,55,6,0,0,"",""
0849,"Chest","Tricep pushdown",5,55,6,0,0,"",""
0850,"Chest","Tricep pushdown",6,55,6,0,0,"",""
0851,"Chest","Lateral Raise (Dumbbells)",1,30,15,0,0,"",""
0852,"Chest","Lateral Raise (Dumbbells)",2,40,10,0,0,"",""
0853,"Chest","Lateral Raise (Dumbbells)",3,60,10,0,0,"",""
0854,"Chest","Lateral Raise (Dumbbells)",4,30,10,0,0,"",""
0855,"Back","Chin Up",1,0,9,0,0,"",""
0856,"Back","Chin Up",2,52.5,8,0,0,"",""
0857,"Back","Chin Up",3,52.5,8,0,0,"",""
0858,"Back","Chin Up",4,52.5,8,0,0,"",""
0859,"Back","Chin Up",5,0,12,0,0,"",""
0860,"Back","Bent Over Row (Dumbbell)",1,180,10,0,0,"",""
0861,"Back","Bent Over Row (Dumbbell)",2,180,10,0,0,"",""
0862,"Back","Bent Over Row (Dumbbell)",3,180,10,0,0,"",""
0863,"Back","Seated Row",1,190,10,0,0,"",""
0864,"Back","Seated Row",2,130,12,0,0,"",""
0865,"Back","Seated Row",3,130,12,0,0,"",""
0866,"Back","Bicep Curl (barbell )",1,95,10,0,0,"",""
0867,"Back","Bicep Curl (barbell )",2,95,10,0,0,"",""
0868,"Back","Bicep Curl (barbell )",3,60,10,0,0,"",""
0869,"Back","Bicep Curl (barbell )",4,60,10,0,0,"",""
0870,"Back","Rear delt fly",1,130,12,0,0,"",""
0871,"Back","Rear delt fly",2,130,12,0,0,"",""
0872,"Back","Rear delt fly",3,138,12,0,0,"",""
0873,"Back","Chin Up",1,0,9,0,0,"",""
0874,"Back","Chin Up",2,52.5,8,0,0,"",""
0875,"Back","Chin Up",3,52.5,8,0,0,"",""
0876,"Back","Chin Up",4,52.5,8,0,0,"",""
0877,"Back","Chin Up",5,0,12,0,0,"",""
0878,"Back","Bent Over Row (Dumbbell)",1,180,10,0,0,"",""
0879,"Back","Bent Over Row (Dumbbell)",2,180,10,0,0,"",""
0880,"Back","Bent Over Row (Dumbbell)",3,180,10,0,0,"",""
0881,"Back","Seated Cable Row (close Grip)",1,190,10,0,0,"",""
0882,"Back","Seated Cable Row (close Grip)",2,130,12,0,0,"",""
0883,"Back","Seated Cable Row (close Grip)",3,130,12,0,0,"",""
0884,"Back","Bicep Curl (Barbell)",1,95,10,0,0,"",""
